Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
72,male,2,own,little,little,18008,18,car,bad
20,male,1,free,little,little,18230,55,repairs,bad
29,female,0,rent,little,rich,6534,40,repairs,bad
43,female,2,rent,moderate,rich,11738,7,car,good
33,male,0,free,little,little,995,64,car,bad
68,female,1,own,moderate,nan,11762,25,radio/TV,good
54,male,2,own,quite rich,little,3405,52,vacation/others,good
39,female,2,own,moderate,rich,19357,39,education,good
74,female,1,own,little,little,16208,66,business,bad
46,male,1,rent,moderate,moderate,6275,41,furniture,good
31,male,2,own,little,moderate,6311,43,car,good
45,male,2,own,nan,little,4490,67,car,good
22,female,2,own,moderate,little,13299,71,radio/TV,bad
64,male,3,own,little,little,15130,59,domestic appliances,bad
66,male,0,own,moderate,little,1421,17,car,bad
47,female,1,own,quite rich,moderate,11401,5,radio/TV,good
63,female,1,own,little,little,2972,66,business,bad
69,male,0,rent,moderate,little,9124,22,radio/TV,good
22,male,3,rent,quite rich,moderate,18143,12,furniture,good
29,male,3,own,little,little,8185,36,furniture,good
33,male,0,own,little,little,2513,64,radio/TV,bad
43,female,0,own,moderate,moderate,7136,47,business,good
43,female,1,own,quite rich,moderate,2534,68,vacation/others,good
65,male,2,free,rich,little,10585,60,domestic appliances,bad
38,male,1,own,little,little,15792,27,radio/TV,good
56,male,0,own,little,moderate,19593,47,car,bad
53,female,0,own,moderate,little,3516,71,car,bad
50,male,1,free,quite rich,nan,6465,9,car,good
47,male,3,own,moderate,rich,18649,70,furniture,good
54,female,1,own,little,little,9359,37,radio/TV,good
40,female,1,own,little,rich,9393,28,business,good
27,male,0,own,quite rich,little,8596,30,car,good
71,male,1,rent,moderate,little,15836,21,car,good
22,female,2,own,little,little,7814,8,radio/TV,good
53,male,1,rent,little,little,6602,47,business,good
51,male,1,own,rich,rich,18071,8,car,good
69,female,2,own,nan,moderate,13383,64,car,good
48,female,0,own,little,little,3294,9,radio/TV,bad
27,female,2,rent,little,little,1701,42,furniture,bad
36,male,1,own,little,nan,7337,11,vacation/others,good
49,female,1,own,little,little,1538,46,radio/TV,good
18,female,2,own,moderate,little,19881,44,repairs,bad
73,male,2,rent,little,little,18009,33,repairs,bad
22,male,1,rent,quite rich,rich,4529,62,car,good
62,female,0,rent,moderate,little,4844,26,furniture,good
21,female,1,own,rich,little,15442,60,furniture,bad
33,male,1,own,quite rich,moderate,1249,28,furniture,good
41,male,1,own,little,rich,6588,51,car,good
33,female,2,own,little,little,18676,45,business,bad
72,female,0,rent,rich,moderate,1294,32,car,good
19,male,1,rent,rich,little,5143,48,domestic appliances,good
66,female,1,rent,moderate,moderate,9520,44,radio/TV,good
45,male,1,own,little,moderate,13563,66,radio/TV,bad
49,female,2,rent,rich,moderate,5510,50,education,good
44,male,1,free,little,moderate,2386,4,repairs,good
37,male,1,own,little,little,3177,23,car,good
41,female,3,own,nan,rich,2084,22,car,good
29,female,1,own,rich,moderate,8004,68,furniture,good
67,male,1,own,moderate,little,15171,39,radio/TV,good
52,female,1,rent,little,little,13726,26,car,bad
50,female,3,own,moderate,rich,7634,32,education,good
50,female,3,own,moderate,moderate,13925,47,radio/TV,good
68,male,1,own,quite rich,little,16412,10,radio/TV,good
60,female,0,own,moderate,nan,4629,34,car,good
54,female,3,own,nan,little,10485,41,business,good
29,male,1,free,little,moderate,4204,69,furniture,good
20,female,1,own,little,moderate,2212,25,education,good
18,female,2,rent,little,nan,3817,57,car,good
50,male,1,rent,moderate,little,14773,57,business,good
57,male,0,own,quite rich,moderate,19528,9,car,good
27,female,2,free,quite rich,little,12377,65,repairs,good
60,female,1,own,little,little,3260,32,radio/TV,good
61,male,1,rent,rich,nan,4113,46,car,good
46,male,1,rent,little,rich,16323,70,radio/TV,bad
30,female,1,own,little,rich,11897,65,radio/TV,bad
29,female,1,own,moderate,rich,13989,16,furniture,good
48,female,1,rent,little,moderate,7575,67,business,good
63,male,2,own,moderate,moderate,17378,50,furniture,good
19,female,2,own,moderate,little,806,63,car,good
68,male,1,rent,little,moderate,15584,18,car,good
67,male,2,rent,little,moderate,4975,8,domestic appliances,good
52,male,2,own,moderate,moderate,2101,5,radio/TV,good
40,female,2,own,little,moderate,10861,41,radio/TV,bad
34,female,1,own,little,moderate,18990,57,car,bad
43,female,2,own,quite rich,nan,16069,42,radio/TV,good
25,male,1,own,little,rich,6525,23,radio/TV,good
46,female,0,free,moderate,little,18517,23,radio/TV,bad
43,male,1,own,moderate,little,7704,32,vacation/others,good
27,male,2,own,rich,moderate,15756,38,radio/TV,good
43,male,0,rent,rich,little,6687,35,vacation/others,good
51,male,0,own,little,nan,8459,20,car,good
68,male,2,own,little,little,13409,54,repairs,bad
58,male,2,rent,moderate,moderate,17305,11,radio/TV,good
24,female,2,rent,quite rich,nan,14553,24,car,good
21,male,1,rent,little,moderate,6342,26,education,good
70,female,0,rent,moderate,moderate,9580,54,radio/TV,bad
67,male,2,own,quite rich,nan,410,9,radio/TV,good
62,female,0,rent,quite rich,rich,11803,55,car,bad
28,female,2,own,moderate,nan,16428,11,education,good
46,female,1,own,little,moderate,4664,36,car,good
73,female,3,own,little,moderate,18216,65,furniture,bad
53,male,1,own,little,rich,10427,68,repairs,bad
42,male,1,own,little,little,19590,66,car,bad
38,male,2,own,nan,rich,16470,35,domestic appliances,good
74,male,1,own,little,nan,8493,58,radio/TV,good
53,female,1,own,little,moderate,11107,36,car,good
27,female,2,rent,little,little,4955,41,business,bad
54,female,1,rent,moderate,little,16054,5,education,good
26,male,1,own,moderate,little,18378,13,furniture,good
41,female,1,own,moderate,little,16343,69,furniture,bad
52,male,0,own,rich,little,9405,18,furniture,good
66,female,0,own,moderate,nan,12152,64,car,bad
52,female,2,rent,little,nan,8367,34,business,good
65,female,2,own,quite rich,little,5182,41,car,good
53,female,1,own,rich,rich,1399,32,business,good
35,female,1,own,little,moderate,2809,46,education,good
66,male,3,rent,little,little,10619,26,repairs,bad
56,female,3,own,quite rich,nan,1317,28,car,good
49,male,1,rent,little,little,15993,31,furniture,bad
41,male,2,own,moderate,rich,18463,4,radio/TV,good
40,male,2,rent,rich,moderate,4533,23,domestic appliances,good
49,male,1,free,little,moderate,12781,32,car,good
54,male,0,own,moderate,rich,1172,11,domestic appliances,good
29,male,0,rent,little,little,14455,65,car,bad
66,male,2,rent,little,rich,18184,17,radio/TV,bad
72,male,2,rent,moderate,moderate,3232,41,car,good
30,female,2,rent,little,nan,2294,6,car,good
40,female,0,own,quite rich,moderate,6063,6,business,good
42,male,2,own,little,little,7347,58,car,good
52,male,2,free,little,rich,1847,24,radio/TV,good
58,male,2,own,little,moderate,2571,38,car,good
47,female,0,free,rich,rich,15510,47,business,bad
34,female,2,own,little,rich,1567,47,business,good
66,male,0,own,little,moderate,18191,46,education,bad
37,male,2,rent,moderate,rich,1319,44,business,good
65,female,2,rent,moderate,little,747,30,radio/TV,good
42,female,0,own,little,little,354,31,radio/TV,bad
39,male,2,own,rich,moderate,5292,8,furniture,good
30,male,0,rent,nan,rich,5454,46,education,good
36,male,2,free,moderate,little,18481,66,furniture,bad
66,male,1,rent,moderate,rich,11590,42,car,good
53,female,2,own,rich,moderate,19206,13,car,good
29,female,3,own,moderate,little,17617,66,education,bad
58,male,1,free,rich,moderate,6684,12,furniture,good
36,male,1,own,little,little,6732,32,vacation/others,good
29,male,1,own,moderate,little,4879,31,furniture,good
26,female,0,own,nan,rich,4897,14,car,good
24,male,1,own,little,little,7790,18,furniture,bad
45,male,2,own,little,little,16760,27,education,bad
31,male,3,own,moderate,moderate,15360,38,radio/TV,good
48,female,2,rent,nan,nan,18391,64,radio/TV,good
69,male,1,own,little,moderate,13550,23,car,good
36,female,2,own,nan,little,13508,61,business,good
64,male,2,own,moderate,nan,18903,66,repairs,good
33,male,1,free,nan,little,18248,63,car,good
70,male,0,rent,quite rich,little,10886,42,radio/TV,bad
22,female,1,own,moderate,little,348,23,car,good
52,male,2,own,rich,nan,1756,61,car,good
29,male,1,own,little,moderate,3725,67,car,good
42,female,2,rent,nan,nan,3507,17,radio/TV,good
69,female,0,own,little,little,12816,39,domestic appliances,bad
38,female,3,own,little,moderate,14366,16,business,good
53,male,1,rent,moderate,little,17009,4,car,good
70,female,2,rent,little,moderate,485,16,radio/TV,good
40,male,0,own,quite rich,rich,5003,38,car,good
33,female,0,own,quite rich,little,4413,11,furniture,good
74,female,2,own,little,little,7361,21,radio/TV,good
56,female,3,own,little,moderate,9641,37,business,good
62,male,1,own,moderate,little,7949,55,domestic appliances,good
70,male,0,free,rich,little,9058,61,car,bad
59,male,1,own,rich,little,10395,30,education,good
56,male,0,rent,little,rich,9259,21,furniture,bad
31,male,0,own,nan,little,302,60,radio/TV,bad
48,male,2,own,little,rich,11471,12,car,good
22,male,3,rent,little,moderate,5636,67,car,good
52,male,0,rent,little,little,13253,26,business,bad
40,male,1,free,little,little,12929,62,car,bad
46,female,1,own,moderate,nan,19737,70,domestic appliances,good
60,female,0,own,moderate,moderate,440,25,car,good
28,male,1,own,rich,little,10160,53,furniture,good
35,male,1,own,moderate,little,7604,26,education,good
64,male,0,own,little,little,3722,55,car,bad
29,male,1,rent,moderate,moderate,5523,10,vacation/others,good
26,female,0,own,little,moderate,18732,20,radio/TV,bad
27,female,1,free,moderate,rich,2835,6,car,good
61,male,0,own,little,rich,10767,10,business,bad
34,female,2,rent,little,little,700,44,vacation/others,good
55,female,2,own,little,little,14424,26,car,good
24,male,2,own,rich,rich,9206,40,business,good
63,male,1,rent,moderate,moderate,10995,71,vacation/others,good
30,male,1,own,nan,nan,731,67,car,good
57,male,1,rent,moderate,rich,19041,21,car,good
59,female,0,own,nan,little,15288,38,education,bad
26,male,2,rent,little,little,14730,26,vacation/others,bad
67,female,1,rent,quite rich,little,4898,10,education,good
44,male,1,own,little,moderate,16709,64,radio/TV,good
19,female,1,own,little,moderate,16416,52,car,bad
22,male,1,own,rich,moderate,10777,60,repairs,good
46,male,3,own,quite rich,little,1710,71,car,good
54,female,1,own,rich,rich,7751,15,car,good
55,female,2,own,little,little,13627,18,radio/TV,good
36,female,1,own,quite rich,little,11690,5,radio/TV,good
25,male,3,free,little,little,2248,50,car,bad
65,female,1,own,little,moderate,2840,59,car,bad
62,female,2,free,rich,moderate,15553,17,car,good
18,female,0,own,moderate,little,10909,30,car,bad
39,female,2,rent,nan,moderate,1347,7,vacation/others,good
69,female,1,own,little,little,3744,41,car,good
34,female,1,own,nan,little,2391,5,domestic appliances,good
24,female,2,rent,moderate,moderate,6753,7,business,good
42,female,3,free,moderate,little,8738,27,education,good
62,female,1,own,little,little,3022,12,education,good
21,male,2,free,rich,little,12287,22,radio/TV,good
53,male,0,rent,rich,little,567,65,radio/TV,bad
23,female,2,free,moderate,rich,16905,44,domestic appliances,good
48,male,2,own,quite rich,rich,14793,53,business,good
36,male,1,free,moderate,rich,18001,68,car,good
61,female,2,rent,quite rich,little,7271,15,car,good
71,female,2,own,nan,nan,10892,42,car,good
56,female,1,own,little,moderate,3561,32,car,good
44,female,2,own,moderate,rich,10100,61,vacation/others,good
27,female,0,own,little,nan,9050,70,furniture,bad
43,female,2,rent,moderate,moderate,1342,28,car,good
36,male,2,rent,rich,little,4034,52,radio/TV,good
56,female,0,rent,little,moderate,19491,66,furniture,bad
20,male,2,own,little,little,2194,30,car,good
62,female,1,own,quite rich,little,3121,61,car,good
30,female,1,own,moderate,little,9384,12,car,good
67,male,1,rent,moderate,moderate,13902,4,radio/TV,good
45,female,1,own,little,little,6854,68,business,good
37,female,2,own,little,rich,9899,27,repairs,good
45,male,1,own,little,little,16067,22,radio/TV,bad
25,female,1,own,quite rich,moderate,7889,17,education,good
58,male,2,own,moderate,little,2388,17,car,good
56,female,0,own,moderate,rich,8730,35,car,good
18,female,1,free,little,moderate,6365,9,furniture,good
20,male,1,own,little,little,3594,26,domestic appliances,bad
30,female,2,rent,little,moderate,7931,22,furniture,good
45,male,1,own,moderate,little,4936,5,car,good
74,male,1,rent,little,rich,6949,44,repairs,good
66,male,1,own,nan,little,14267,56,furniture,good
42,female,2,rent,little,little,19264,30,car,good
73,female,0,rent,little,moderate,13085,11,radio/TV,bad
50,male,3,own,moderate,little,13095,46,radio/TV,bad
55,female,2,free,little,moderate,15531,36,vacation/others,good
70,female,2,own,rich,moderate,16857,46,business,bad
23,female,1,rent,rich,rich,11260,33,car,good
61,male,1,own,little,rich,1771,37,radio/TV,bad
62,female,3,free,moderate,moderate,18288,23,furniture,good
49,male,0,rent,moderate,little,6298,65,furniture,good
62,female,0,own,nan,rich,5394,5,car,good
64,female,1,own,little,rich,5022,71,furniture,good
38,male,3,rent,little,rich,6557,22,radio/TV,good
33,female,2,rent,moderate,nan,12300,38,car,good
71,male,1,free,moderate,nan,10534,23,radio/TV,good
38,female,2,own,quite rich,little,12905,44,car,bad
28,male,1,own,nan,little,986,32,car,good
54,female,2,own,little,little,8587,18,vacation/others,good
53,female,1,own,rich,nan,10839,35,education,good
52,female,2,own,nan,little,15533,16,radio/TV,good
36,male,1,own,nan,moderate,1283,10,furniture,good
37,male,1,own,quite rich,rich,16494,57,car,good
74,male,1,own,quite rich,nan,6913,19,car,good
35,female,1,own,little,moderate,13595,13,car,good
64,male,2,rent,nan,little,18915,59,education,bad
58,male,1,own,little,little,7598,69,car,good
66,male,1,own,little,nan,6283,41,furniture,good
31,male,1,own,moderate,nan,4869,56,car,good
32,male,1,own,quite rich,rich,10169,37,car,good
48,male,0,free,moderate,nan,14425,4,radio/TV,good
18,male,1,own,quite rich,little,8827,62,education,good
70,male,1,rent,moderate,moderate,10762,28,vacation/others,good
71,male,1,own,little,little,10816,35,furniture,bad
71,male,1,rent,little,rich,763,34,education,good
20,female,3,own,moderate,little,14483,6,car,good
33,female,2,own,little,little,914,69,radio/TV,good
40,male,1,rent,moderate,rich,2437,44,radio/TV,good
74,female,2,own,little,moderate,12426,65,car,bad
28,female,2,rent,rich,nan,6488,56,radio/TV,good
29,male,1,own,moderate,moderate,18174,36,radio/TV,good
27,male,2,rent,moderate,little,10197,16,furniture,good
49,male,0,free,little,moderate,12565,42,radio/TV,bad
33,female,2,free,little,nan,19265,32,car,good
25,male,1,own,quite rich,moderate,7407,28,business,good
55,female,1,own,moderate,rich,8749,22,radio/TV,good
29,male,1,free,little,little,11911,68,car,bad
41,female,3,rent,little,little,11275,19,vacation/others,bad
45,female,2,own,nan,nan,11806,63,furniture,good
70,male,1,own,little,little,2243,60,vacation/others,bad
25,male,0,own,little,moderate,953,48,car,bad
45,female,1,free,little,little,6888,55,car,good
53,female,1,own,quite rich,moderate,604,9,education,good
43,male,0,own,quite rich,little,796,63,repairs,bad
25,male,1,rent,little,moderate,15223,40,car,bad
67,female,2,free,little,nan,5386,57,education,bad
45,male,2,rent,moderate,little,359,7,car,good
45,female,1,own,little,little,18132,50,business,bad
54,male,1,own,little,little,3921,40,radio/TV,good
58,male,3,free,little,little,11625,45,business,bad
53,male,2,rent,little,little,15194,51,furniture,bad
44,female,2,rent,quite rich,moderate,8202,64,repairs,good
71,male,3,rent,moderate,little,715,65,furniture,good
34,female,2,own,rich,little,13941,58,car,bad
26,male,0,rent,moderate,moderate,426,40,vacation/others,good
50,female,1,own,nan,nan,13925,18,car,good
70,female,3,own,nan,little,12522,62,radio/TV,bad
37,male,1,rent,little,moderate,13523,66,radio/TV,good
30,female,0,own,little,moderate,19561,69,car,bad
45,female,1,own,quite rich,little,5306,45,furniture,good
65,female,2,own,quite rich,moderate,18116,34,car,good
46,female,3,own,nan,moderate,6659,9,business,good
30,male,1,rent,moderate,moderate,13848,22,furniture,good
63,male,1,rent,moderate,little,12562,41,furniture,bad
52,male,2,own,little,rich,17060,36,radio/TV,good
23,female,1,own,moderate,little,1777,56,radio/TV,good
35,female,0,own,rich,little,5500,33,furniture,good
68,male,3,own,nan,moderate,15408,68,education,good
22,male,1,rent,little,little,6202,17,furniture,bad
64,female,1,own,moderate,little,15040,13,car,good
42,male,2,rent,moderate,moderate,19428,20,education,good
